"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061695","transferase complex, transferring phosphorus-containing groups","3/218","19/2522",0.222652966390466,0.971230382363079,0.971230382363079,"Atg101/Ask1/Atg1",3
"GO:0099023","tethering complex","5/218","38/2522",0.227333652786905,0.971230382363079,0.971230382363079,"Rint1/scat/Trs20/Vps39/Cog3",5
"GO:0005794","Golgi apparatus","19/218","184/2522",0.234752761849193,0.971230382363079,0.971230382363079,"CG31145/Mppe/Mtp/Rab39/fdl/Nha2/ATP8B/CG15651/scat/comt/Membrin/plx/GalT1/Syx16/CG14621/Rab19/Pgant3/Cog3/cbs",19
"GO:0005576","extracellular region","30/218","305/2522",0.243942002453352,0.971230382363079,0.971230382363079,"CG31145/CNMa/Cht2/Cht11/Proc/l(2)gl/Sema1a/Cpr64Ac/mino/lbm/Lcp65Ag2/Cht6/clt/Cpr73D/Wnt10/olf413/CG4017/CG14132/ths/GNBP1/CG30289/Crz/psh/Cpr97Ea/Obp83a/to/Obp56h/CG5639/CG5455/CG5235",30
"GO:0005765","lysosomal membrane","2/218","11/2522",0.24494749303868,0.971230382363079,0.971230382363079,"CG6903/Vps39",2
"GO:0030141","secretory granule","2/218","11/2522",0.24494749303868,0.971230382363079,0.971230382363079,"olf413/CG5235",2
"GO:0030863","cortical cytoskeleton","2/218","11/2522",0.24494749303868,0.971230382363079,0.971230382363079,"Rbp/l(2)gl",2
"GO:0098852","lytic vacuole membrane","2/218","11/2522",0.24494749303868,0.971230382363079,0.971230382363079,"CG6903/Vps39",2
"GO:0019005","SCF ubiquitin ligase complex","3/218","20/2522",0.246463699806129,0.971230382363079,0.971230382363079,"CG12402/CG8272/CG31633",3
"GO:0030659","cytoplasmic vesicle membrane","4/218","30/2522",0.257587489274427,0.971230382363079,0.971230382363079,"Membrin/olf413/VGlut/CG5235",4
"GO:0045202","synapse","17/218","166/2522",0.262412307896566,0.971230382363079,0.971230382363079,"Rbp/unc-13-4A/nAChRbeta3/l(2)gl/Rab39/nwk/aru/inaE/comt/RabX5/GluClalpha/VGlut/Dap160/RabX4/Pldn/dysc/Rab19",17
"GO:1990234","transferase complex","8/218","71/2522",0.267414725107787,0.971230382363079,0.971230382363079,"Flacc/CG12402/CG17565/Atg101/Ask1/CG8272/Atg1/CG31633",8
"GO:0005912","adherens junction","6/218","51/2522",0.275536816553181,0.971230382363079,0.971230382363079,"Zyx/kirre/dia/baz/CG42319/hbs",6
"GO:0070161","anchoring junction","6/218","51/2522",0.275536816553181,0.971230382363079,0.971230382363079,"Zyx/kirre/dia/baz/CG42319/hbs",6
"GO:0008076","voltage-gated potassium channel complex","2/218","12/2522",0.278296380511586,0.971230382363079,0.971230382363079,"Elk/Shaw",2
"GO:0034704","calcium channel complex","2/218","12/2522",0.278296380511586,0.971230382363079,0.971230382363079,"Ca-alpha1D/MCU",2
"GO:0031410","cytoplasmic vesicle","19/218","192/2522",0.297505355381004,0.971230382363079,0.971230382363079,"unc-13-4A/l(2)gl/Rab39/fdl/nwk/scat/comt/Membrin/olf413/VGlut/Dap160/RabX4/CG5734/Pldn/ClC-b/Rab19/CG5498/hbs/CG5235",19
"GO:0097708","intracellular vesicle","19/218","192/2522",0.297505355381004,0.971230382363079,0.971230382363079,"unc-13-4A/l(2)gl/Rab39/fdl/nwk/scat/comt/Membrin/olf413/VGlut/Dap160/RabX4/CG5734/Pldn/ClC-b/Rab19/CG5498/hbs/CG5235",19
"GO:0005938","cell cortex","8/218","74/2522",0.306455068499146,0.971230382363079,0.971230382363079,"Rbp/l(2)gl/dia/baz/loco/Pkn/Dap160/hpo",8
"GO:0034705","potassium channel complex","2/218","13/2522",0.311546223842051,0.971230382363079,0.971230382363079,"Elk/Shaw",2
"GO:0099568","cytoplasmic region","8/218","75/2522",0.319748606504493,0.971230382363079,0.971230382363079,"Rbp/l(2)gl/dia/baz/loco/Pkn/Dap160/hpo",8
"GO:0044421","extracellular region part","22/218","229/2522",0.328780787819716,0.971230382363079,0.971230382363079,"CNMa/Cht2/Proc/l(2)gl/Sema1a/Cpr64Ac/mino/Lcp65Ag2/clt/Cpr73D/Wnt10/olf413/CG4017/CG14132/ths/GNBP1/CG30289/Crz/Cpr97Ea/to/CG5455/CG5235",22
"GO:0031226","intrinsic component of plasma membrane","27/218","289/2522",0.359907967512959,0.971230382363079,0.971230382363079,"DIP-epsilon/Elk/mAChR-B/nAChRbeta3/Octalpha2R/htl/Tsp42El/Rh7/ft/Tsp26A/lbm/Sln/dpr20/Oatp74D/robo1/GluClalpha/Tsp74F/CG43373/Rh5/Shaw/DIP-eta/Teh2/GNBP1/wgn/CG9717/CG31183/rk",27
"GO:0031090","organelle membrane","16/218","167/2522",0.369130791935108,0.971230382363079,0.971230382363079,"Hmgcr/mino/MCU/Membrin/olf413/Dhap-at/CG6903/dia/Vps39/ND-AGGG/VGlut/Syx16/Rab19/Coq4/CG5498/CG5235",16
"GO:0098590","plasma membrane region","15/218","156/2522",0.370360186337442,0.971230382363079,0.971230382363079,"nAChRbeta3/l(2)gl/Mtp/ft/inaE/Ca-alpha1D/Sln/wkd/dpr20/tyn/dia/baz/Shaw/Dap160/hbs",15
"GO:0031201","SNARE complex","2/218","15/2522",0.376864512304968,0.971230382363079,0.971230382363079,"Membrin/Syx16",2
"GO:0005887","integral component of plasma membrane","26/218","281/2522",0.384063488519542,0.971230382363079,0.971230382363079,"DIP-epsilon/Elk/mAChR-B/nAChRbeta3/Octalpha2R/htl/Tsp42El/Rh7/ft/Tsp26A/lbm/Sln/dpr20/Oatp74D/robo1/GluClalpha/Tsp74F/CG43373/Rh5/Shaw/DIP-eta/Teh2/wgn/CG9717/CG31183/rk",26
"GO:0098588","bounding membrane of organelle","12/218","124/2522",0.384345710993791,0.971230382363079,0.971230382363079,"Hmgcr/mino/Membrin/olf413/Dhap-at/CG6903/Vps39/VGlut/Syx16/Rab19/CG5498/CG5235",12
"GO:0005770","late endosome","4/218","37/2522",0.39917978113903,0.971230382363079,0.971230382363079,"Rab39/fdl/Membrin/ClC-b",4
"GO:0005795","Golgi stack","4/218","37/2522",0.39917978113903,0.971230382363079,0.971230382363079,"scat/comt/Pgant3/cbs",4
"GO:0015629","actin cytoskeleton","4/218","37/2522",0.39917978113903,0.971230382363079,0.971230382363079,"l(2)gl/Zyx/dia/CG42319",4
"GO:0030054","cell junction","8/218","81/2522",0.40120286183298,0.971230382363079,0.971230382363079,"l(2)gl/Zyx/kirre/dia/baz/hpo/CG42319/hbs",8
"GO:0030425","dendrite","5/218","48/2522",0.401596793354593,0.971230382363079,0.971230382363079,"DCX-EMAP/mAChR-B/ATP8B/robo1/Shaw",5
"GO:0097447","dendritic tree","5/218","48/2522",0.401596793354593,0.971230382363079,0.971230382363079,"DCX-EMAP/mAChR-B/ATP8B/robo1/Shaw",5
"GO:0032153","cell division site","2/218","16/2522",0.408586533143994,0.971230382363079,0.971230382363079,"Grip91/dia",2
"GO:0032155","cell division site part","2/218","16/2522",0.408586533143994,0.971230382363079,0.971230382363079,"Grip91/dia",2
"GO:0005783","endoplasmic reticulum","16/218","172/2522",0.416770324601171,0.971230382363079,0.971230382363079,"rho-5/Ankle2/PIG-T/Ugt36F1/Mtp/Hmgcr/fdl/mino/CG15651/Rint1/Membrin/CG14646/GCS1/GalT1/CG5027/Rab19",16
"GO:0031461","cullin-RING ubiquitin ligase complex","3/218","27/2522",0.417201713586171,0.971230382363079,0.971230382363079,"CG12402/CG8272/CG31633",3
"GO:0055037","recycling endosome","3/218","27/2522",0.417201713586171,0.971230382363079,0.971230382363079,"nwk/RabX4/Rab19",3
"GO:0005615","extracellular space","15/218","162/2522",0.429497583495896,0.971230382363079,0.971230382363079,"CNMa/Cht2/Proc/Sema1a/clt/Wnt10/olf413/CG4017/CG14132/ths/GNBP1/CG30289/Crz/to/CG5235",15
"GO:0005768","endosome","10/218","106/2522",0.435111975270915,0.971230382363079,0.971230382363079,"Rab39/fdl/nwk/Membrin/RabX4/CG5734/ClC-b/Rab19/CG5498/hbs",10
"GO:0005634","nucleus","4/218","39/2522",0.439456035798211,0.971230382363079,0.971230382363079,"Flacc/Ipk1/ewg/dnc",4
"GO:0044427","chromosomal part","2/218","17/2522",0.439506853536171,0.971230382363079,0.971230382363079,"Kmn1/cbs",2
"GO:0044450","microtubule organizing center part","2/218","17/2522",0.439506853536171,0.971230382363079,0.971230382363079,"Grip91/Cnb",2
"GO:0044455","mitochondrial membrane part","2/218","17/2522",0.439506853536171,0.971230382363079,0.971230382363079,"MCU/ND-AGGG",2
"GO:0098858","actin-based cell projection","2/218","17/2522",0.439506853536171,0.971230382363079,0.971230382363079,"wkd/dysc",2
"GO:0005819","spindle","3/218","28/2522",0.440995129051043,0.971230382363079,0.971230382363079,"DCX-EMAP/Grip91/cbs",3
"GO:0043296","apical junction complex","3/218","29/2522",0.464409869468729,0.971230382363079,0.971230382363079,"l(2)gl/Zyx/baz",3
"GO:0005774","vacuolar membrane","2/218","18/2522",0.469526874180401,0.971230382363079,0.971230382363079,"CG6903/Vps39",2
"GO:1902494","catalytic complex","10/218","109/2522",0.471464530200395,0.971230382363079,0.971230382363079,"Flacc/CG12402/PIG-T/CG17565/Atg101/Ask1/CG8272/ND-AGGG/Atg1/CG31633",10
"GO:0005856","cytoskeleton","12/218","133/2522",0.483779762382714,0.971230382363079,0.971230382363079,"Rbp/DCX-EMAP/Grip91/Bili/l(2)gl/Zyx/Klp68D/dia/CG34347/Cnb/CG42319/cbs",12
"GO:0031966","mitochondrial membrane","4/218","42/2522",0.498270632317586,0.971230382363079,0.971230382363079,"mino/MCU/ND-AGGG/Coq4",4
"GO:0044437","vacuolar part","2/218","19/2522",0.498570863332158,0.971230382363079,0.971230382363079,"CG6903/Vps39",2
"GO:0044430","cytoskeletal part","9/218","100/2522",0.50216796468,0.971230382363079,0.971230382363079,"DCX-EMAP/Grip91/l(2)gl/Zyx/Klp68D/dia/Cnb/CG42319/cbs",9
"GO:0099513","polymeric cytoskeletal fiber","3/218","31/2522",0.509887580989263,0.971230382363079,0.971230382363079,"Klp68D/dia/CG42319",3
"GO:0005773","vacuole","4/218","43/2522",0.517301035577889,0.971230382363079,0.971230382363079,"CG6903/Vps39/Syx16/ClC-b",4
"GO:0034703","cation channel complex","4/218","43/2522",0.517301035577889,0.971230382363079,0.971230382363079,"Elk/Ca-alpha1D/MCU/Shaw",4
"GO:0030658","transport vesicle membrane","2/218","20/2522",0.526582770390606,0.971230382363079,0.971230382363079,"Membrin/VGlut",2
"GO:0005743","mitochondrial inner membrane","3/218","32/2522",0.531860890065763,0.971230382363079,0.971230382363079,"MCU/ND-AGGG/Coq4",3
"GO:0044459","plasma membrane part","38/218","442/2522",0.545803608392069,0.971230382363079,0.971230382363079,"DIP-epsilon/Elk/mAChR-B/nAChRbeta3/l(2)gl/Mtp/Octalpha2R/htl/Tsp42El/Rh7/ft/Zyx/Tsp26A/inaE/lbm/Ca-alpha1D/Sln/wkd/dpr20/Oatp74D/robo1/tyn/dia/baz/GluClalpha/Tsp74F/CG43373/Rh5/Shaw/DIP-eta/Dap160/Teh2/GNBP1/wgn/CG9717/CG31183/hbs/rk",38
"GO:0000151","ubiquitin ligase complex","3/218","33/2522",0.553275306408054,0.971230382363079,0.971230382363079,"CG12402/CG8272/CG31633",3
"GO:0019866","organelle inner membrane","3/218","33/2522",0.553275306408054,0.971230382363079,0.971230382363079,"MCU/ND-AGGG/Coq4",3
"GO:0005694","chromosome","2/218","21/2522",0.553523415573665,0.971230382363079,0.971230382363079,"Kmn1/cbs",2
"GO:0005740","mitochondrial envelope","4/218","46/2522",0.572259381274161,0.971230382363079,0.971230382363079,"mino/MCU/ND-AGGG/Coq4",4
"GO:0031012","extracellular matrix","6/218","70/2522",0.572307518874637,0.971230382363079,0.971230382363079,"l(2)gl/Cpr64Ac/Lcp65Ag2/Cpr73D/Cpr97Ea/CG5455",6
"GO:0044433","cytoplasmic vesicle part","6/218","70/2522",0.572307518874637,0.971230382363079,0.971230382363079,"scat/Membrin/olf413/VGlut/CG5498/CG5235",6
"GO:0005829","cytosol","14/218","165/2522",0.573415913933882,0.971230382363079,0.971230382363079,"Fpgs/l(2)gl/CG11975/olf413/Atg1/spg/Bdbt/Pkn/AOX3/Pldn/hpo/dnc/CG8401/Gycalpha99B",14
"GO:0097458","neuron part","21/218","248/2522",0.57827710538845,0.971230382363079,0.971230382363079,"Rbp/unc-13-4A/DCX-EMAP/mAChR-B/nAChRbeta3/l(2)gl/Aplip1/Rab39/ATP8B/comt/dpr20/robo1/GluClalpha/VGlut/Shaw/Dap160/RabX4/Nmnat/Pldn/dysc/Rab19",21
"GO:0031985","Golgi cisterna","2/218","22/2522",0.579368014916108,0.971230382363079,0.971230382363079,"scat/cbs",2
"GO:0044445","cytosolic part","2/218","22/2522",0.579368014916108,0.971230382363079,0.971230382363079,"Pldn/Gycalpha99B",2
"GO:0005789","endoplasmic reticulum membrane","7/218","83/2522",0.586465957234985,0.971230382363079,0.971230382363079,"rho-5/PIG-T/Hmgcr/Membrin/GCS1/CG5027/Rab19",7
"GO:0098793","presynapse","8/218","95/2522",0.586735032090499,0.971230382363079,0.971230382363079,"Rbp/unc-13-4A/l(2)gl/comt/VGlut/Dap160/RabX4/Pldn",8
"GO:0005871","kinesin complex","1/218","10/2522",0.595760465156258,0.971230382363079,0.971230382363079,"Klp68D",1
"GO:0005892","acetylcholine-gated channel complex","1/218","10/2522",0.595760465156258,0.971230382363079,0.971230382363079,"nAChRbeta3",1
"GO:0030118","clathrin coat","1/218","10/2522",0.595760465156258,0.971230382363079,0.971230382363079,"cm",1
"GO:0030131","clathrin adaptor complex","1/218","10/2522",0.595760465156258,0.971230382363079,0.971230382363079,"cm",1
"GO:0030672","synaptic vesicle membrane","1/218","10/2522",0.595760465156258,0.971230382363079,0.971230382363079,"VGlut",1
"GO:0099501","exocytic vesicle membrane","1/218","10/2522",0.595760465156258,0.971230382363079,0.971230382363079,"VGlut",1
"GO:0009898","cytoplasmic side of plasma membrane","2/218","23/2522",0.604104004016283,0.971230382363079,0.971230382363079,"wkd/baz",2
"GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","7/218","85/2522",0.612475075297112,0.971230382363079,0.971230382363079,"rho-5/PIG-T/Hmgcr/Membrin/GCS1/CG5027/Rab19",7
"GO:0005777","peroxisome","3/218","36/2522",0.613906433033452,0.971230382363079,0.971230382363079,"Hmgcr/Dhap-at/Ide",3
"GO:0042579","microbody","3/218","36/2522",0.613906433033452,0.971230382363079,0.971230382363079,"Hmgcr/Dhap-at/Ide",3
"GO:0044432","endoplasmic reticulum part","8/218","98/2522",0.623091381950951,0.971230382363079,0.971230382363079,"rho-5/PIG-T/Hmgcr/Rint1/Membrin/GCS1/CG5027/Rab19",8
"GO:0031256","leading edge membrane","2/218","24/2522",0.627729127732333,0.971230382363079,0.971230382363079,"dpr20/Shaw",2
"GO:0032589","neuron projection membrane","2/218","24/2522",0.627729127732333,0.971230382363079,0.971230382363079,"dpr20/Shaw",2
"GO:0030017","sarcomere","1/218","11/2522",0.630841762368016,0.971230382363079,0.971230382363079,"CG42319",1
"GO:0030660","Golgi-associated vesicle membrane","1/218","11/2522",0.630841762368016,0.971230382363079,0.971230382363079,"Membrin",1
"GO:0034702","ion channel complex","5/218","62/2522",0.632785940446934,0.971230382363079,0.971230382363079,"Elk/nAChRbeta3/Ca-alpha1D/MCU/Shaw",5
"GO:0098827","endoplasmic reticulum subcompartment","7/218","88/2522",0.64980704662554,0.971230382363079,0.971230382363079,"rho-5/PIG-T/Hmgcr/Membrin/GCS1/CG5027/Rab19",7
"GO:0000315","organellar large ribosomal subunit","2/218","25/2522",0.650249766429041,0.971230382363079,0.971230382363079,"mRpL54/mRpL24",2
"GO:0005762","mitochondrial large ribosomal subunit","2/218","25/2522",0.650249766429041,0.971230382363079,0.971230382363079,"mRpL54/mRpL24",2
"GO:0005813","centrosome","2/218","25/2522",0.650249766429041,0.971230382363079,0.971230382363079,"Grip91/Cnb",2
"GO:0015934","large ribosomal subunit","2/218","25/2522",0.650249766429041,0.971230382363079,0.971230382363079,"mRpL54/mRpL24",2
"GO:0031967","organelle envelope","4/218","51/2522",0.655555201431903,0.971230382363079,0.971230382363079,"mino/MCU/ND-AGGG/Coq4",4
"GO:0031975","envelope","4/218","51/2522",0.655555201431903,0.971230382363079,0.971230382363079,"mino/MCU/ND-AGGG/Coq4",4
"GO:0000775","chromosome, centromeric region","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"Kmn1",1
"GO:0000776","kinetochore","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"Kmn1",1
"GO:0005925","focal adhesion","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"Zyx",1
"GO:0030016","myofibril","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"CG42319",1
"GO:0030119","AP-type membrane coat adaptor complex","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"cm",1
"GO:0030426","growth cone","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"robo1",1
"GO:0030427","site of polarized growth","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"robo1",1
"GO:0031082","BLOC complex","1/218","12/2522",0.662891342536782,0.971230382363079,0.971230382363079,"Pldn",1
"GO:0032991","protein-containing complex","41/218","497/2522",0.66494979797952,0.971230382363079,0.971230382363079,"Flacc/CG4022/CG12402/Grip91/PIG-T/Elk/nAChRbeta3/CG17565/Atg101/Ask1/htl/Kmn1/Zyx/CG8272/Rint1/Klp68D/CG8777/Ca-alpha1D/MCU/scat/Trs20/Membrin/robo1/mRpL54/dia/baz/Vps39/cm/mRpL24/ND-AGGG/Atg1/Shaw/Syx16/Pldn/dysc/Liprin-gamma/CG42319/Cog3/CG5498/Gycalpha99B/CG31633",41
"GO:0005875","microtubule associated complex","2/218","26/2522",0.671679472437581,0.971230382363079,0.971230382363079,"Grip91/Klp68D",2
"GO:0010008","endosome membrane","2/218","26/2522",0.671679472437581,0.971230382363079,0.971230382363079,"Membrin/CG5498",2
"GO:0098562","cytoplasmic side of membrane","2/218","26/2522",0.671679472437581,0.971230382363079,0.971230382363079,"wkd/baz",2
"GO:0044456","synapse part","10/218","129/2522",0.691875700372242,0.971230382363079,0.971230382363079,"Rbp/unc-13-4A/nAChRbeta3/l(2)gl/inaE/comt/VGlut/Dap160/RabX4/Pldn",10
"GO:0030117","membrane coat","1/218","13/2522",0.69217010242801,0.971230382363079,0.971230382363079,"cm",1
"GO:0032154","cleavage furrow","1/218","13/2522",0.69217010242801,0.971230382363079,0.971230382363079,"dia",1
"GO:0048471","perinuclear region of cytoplasm","1/218","13/2522",0.69217010242801,0.971230382363079,0.971230382363079,"cbs",1
"GO:0048475","coated membrane","1/218","13/2522",0.69217010242801,0.971230382363079,0.971230382363079,"cm",1
"GO:0098687","chromosomal region","1/218","13/2522",0.69217010242801,0.971230382363079,0.971230382363079,"Kmn1",1
"GO:0031594","neuromuscular junction","3/218","42/2522",0.717784121087591,0.971230382363079,0.971230382363079,"nwk/comt/Pldn",3
"GO:0030134","COPII-coated ER to Golgi transport vesicle","1/218","14/2522",0.718916582169219,0.971230382363079,0.971230382363079,"Membrin",1
"GO:0030139","endocytic vesicle","1/218","14/2522",0.718916582169219,0.971230382363079,0.971230382363079,"ClC-b",1
"GO:0031902","late endosome membrane","1/218","14/2522",0.718916582169219,0.971230382363079,0.971230382363079,"Membrin",1
"GO:0043292","contractile fiber","1/218","14/2522",0.718916582169219,0.971230382363079,0.971230382363079,"CG42319",1
"GO:0044449","contractile fiber part","1/218","14/2522",0.718916582169219,0.971230382363079,0.971230382363079,"CG42319",1
"GO:1902495","transmembrane transporter complex","5/218","69/2522",0.725803308179774,0.971230382363079,0.971230382363079,"Elk/nAChRbeta3/Ca-alpha1D/MCU/Shaw",5
"GO:1990351","transporter complex","5/218","69/2522",0.725803308179774,0.971230382363079,0.971230382363079,"Elk/nAChRbeta3/Ca-alpha1D/MCU/Shaw",5
"GO:0098798","mitochondrial protein complex","4/218","57/2522",0.740263111254621,0.971230382363079,0.971230382363079,"MCU/mRpL54/mRpL24/ND-AGGG",4
"GO:0030662","coated vesicle membrane","1/218","15/2522",0.743348872873809,0.971230382363079,0.971230382363079,"Membrin",1
"GO:0061174","type I terminal bouton","1/218","15/2522",0.743348872873809,0.971230382363079,0.971230382363079,"Pldn",1
"GO:0099081","supramolecular polymer","3/218","44/2522",0.747222375351698,0.971230382363079,0.971230382363079,"Klp68D/dia/CG42319",3
"GO:0099512","supramolecular fiber","3/218","44/2522",0.747222375351698,0.971230382363079,0.971230382363079,"Klp68D/dia/CG42319",3
"GO:0099080","supramolecular complex","3/218","45/2522",0.761001135289703,0.971230382363079,0.971230382363079,"Klp68D/dia/CG42319",3
"GO:0031301","integral component of organelle membrane","2/218","31/2522",0.763292733348341,0.971230382363079,0.971230382363079,"MCU/VGlut",2
"GO:0005918","septate junction","1/218","16/2522",0.76566636218913,0.971230382363079,0.971230382363079,"l(2)gl",1
"GO:0031984","organelle subcompartment","12/218","163/2522",0.767528136847681,0.971230382363079,0.971230382363079,"rho-5/PIG-T/Hmgcr/scat/comt/Membrin/GCS1/Syx16/CG5027/Rab19/Pgant3/cbs",12
"GO:0098794","postsynapse","3/218","46/2522",0.774169164639625,0.971230382363079,0.971230382363079,"nAChRbeta3/inaE/Pldn",3
"GO:0005815","microtubule organizing center","2/218","32/2522",0.778721522900513,0.971230382363079,0.971230382363079,"Grip91/Cnb",2
"GO:0031252","cell leading edge","2/218","32/2522",0.778721522900513,0.971230382363079,0.971230382363079,"dpr20/Shaw",2
"GO:0031300","intrinsic component of organelle membrane","2/218","32/2522",0.778721522900513,0.971230382363079,0.971230382363079,"MCU/VGlut",2
"GO:0070160","tight junction","1/218","17/2522",0.78605133147994,0.971230382363079,0.971230382363079,"l(2)gl",1
"GO:0098552","side of membrane","2/218","33/2522",0.793266440093575,0.971230382363079,0.971230382363079,"wkd/baz",2
"GO:0042734","presynaptic membrane","1/218","18/2522",0.804670417203442,0.971230382363079,0.971230382363079,"Dap160",1
"GO:0043228","non-membrane-bounded organelle","15/218","207/2522",0.807683648090323,0.971230382363079,0.971230382363079,"Rbp/DCX-EMAP/Grip91/Bili/l(2)gl/Kmn1/Zyx/Klp68D/mRpL54/dia/CG34347/mRpL24/Cnb/CG42319/cbs",15
"GO:0043232","intracellular non-membrane-bounded organelle","15/218","207/2522",0.807683648090323,0.971230382363079,0.971230382363079,"Rbp/DCX-EMAP/Grip91/Bili/l(2)gl/Kmn1/Zyx/Klp68D/mRpL54/dia/CG34347/mRpL24/Cnb/CG42319/cbs",15
"GO:0015630","microtubule cytoskeleton","5/218","77/2522",0.80999914055976,0.971230382363079,0.971230382363079,"DCX-EMAP/Grip91/Klp68D/Cnb/cbs",5
